date,region,segment,plan,channel,active_customers,new_customers,churned_customers,monthly_revenue,discount_rate,support_tickets,avg_response_time_hours,nps_score
2025-03-01,north_america,startup,enterprise,sales_outbound,1361,97,63,550423.31,0.065,186,2.01,36
2025-03-01,north_america,mid_market,starter,organic,116,7,4,14503.09,0.042,18,7.67,30
2025-03-01,north_america,mid_market,starter,paid_search,135,8,3,17178.12,0.025,18,5.75,41
2025-03-01,north_america,mid_market,starter,partner,139,8,4,17959.21,0.01,10,7.24,35
2025-03-01,north_america,mid_market,starter,sales_outbound,150,10,4,18088.41,0.076,25,6.0,30
2025-03-01,north_america,mid_market,growth,organic,280,13,7,84719.53,0.034,20,1.24,41
2025-03-01,north_america,mid_market,growth,paid_search,317,16,10,92836.6,0.065,33,5.79,36
2025-03-01,north_america,mid_market,growth,partner,331,19,12,103675.56,0.0,41,5.96,38
2025-03-01,north_america,mid_market,growth,sales_outbound,366,16,10,105811.08,0.077,36,1.61,44
2025-03-01,north_america,mid_market,enterprise,organic,617,28,20,457695.21,0.02,36,5.37,50
2025-03-01,north_america,mid_market,enterprise,paid_search,797,35,20,590013.98,0.022,109,6.37,39
2025-03-01,north_america,mid_market,enterprise,partner,901,45,35,646544.25,0.052,96,4.54,37
2025-03-01,north_america,mid_market,enterprise,sales_outbound,885,41,24,612286.37,0.086,114,1.56,53
2025-03-01,north_america,enterprise,starter,organic,51,2,1,14042.06,0.077,8,4.25,47
2025-03-01,north_america,enterprise,starter,paid_search,64,3,1,18155.97,0.049,11,8.66,41
2025-03-01,north_america,enterprise,starter,partner,66,2,2,19018.67,0.034,9,5.74,52
2025-03-01,north_america,enterprise,starter,sales_outbound,68,3,1,18337.34,0.096,10,8.06,37
2025-03-01,north_america,enterprise,growth,organic,130,6,3,88696.52,0.047,16,4.27,49
2025-03-01,north_america,enterprise,growth,paid_search,153,6,2,105046.2,0.041,10,5.0,51
2025-03-01,north_america,enterprise,growth,partner,152,5,3,105447.84,0.031,9,3.63,46
2025-03-01,north_america,enterprise,growth,sales_outbound,167,7,2,108321.58,0.094,23,7.25,38
2025-03-01,north_america,enterprise,enterprise,organic,301,12,4,503593.41,0.033,24,4.07,54
2025-03-01,north_america,enterprise,enterprise,paid_search,343,14,5,563773.68,0.05,26,4.54,59
2025-03-01,north_america,enterprise,enterprise,partner,374,13,6,627021.52,0.031,52,3.68,59
2025-03-01,north_america,enterprise,enterprise,sales_outbound,420,16,10,683795.1,0.059,55,5.14,51
2025-03-01,emea,startup,starter,organic,141,8,6,8064.64,0.095,26,8.97,23
2025-03-01,emea,startup,starter,paid_search,167,11,7,10417.19,0.013,20,8.23,21
2025-03-01,emea,startup,starter,partner,189,13,9,11216.17,0.061,29,3.27,26
2025-03-01,emea,startup,starter,sales_outbound,186,12,8,10708.99,0.089,29,8.85,17
2025-03-01,emea,startup,growth,organic,338,24,14,48396.84,0.056,38,3.81,23
2025-03-01,emea,startup,growth,paid_search,452,30,20,63485.97,0.074,45,6.92,23
2025-03-01,emea,startup,growth,partner,407,26,21,60005.21,0.028,42,4.01,27
2025-03-01,emea,startup,growth,sales_outbound,477,30,23,69167.9,0.044,28,7.19,24
2025-03-01,emea,startup,enterprise,organic,805,62,37,275900.55,0.065,44,4.38,39
2025-03-01,emea,startup,enterprise,paid_search,933,64,43,329688.46,0.036,83,4.84,29
2025-03-01,emea,startup,enterprise,partner,1018,57,41,358231.76,0.04,93,5.37,33
2025-03-01,emea,startup,enterprise,sales_outbound,1169,73,54,396370.49,0.075,85,2.46,37
2025-03-01,emea,mid_market,starter,organic,92,5,3,9615.56,0.055,16,10.13,36
2025-03-01,emea,mid_market,starter,paid_search,109,5,4,11934.85,0.01,11,7.99,35
2025-03-01,emea,mid_market,starter,partner,109,5,3,11850.46,0.017,10,6.28,33
2025-03-01,emea,mid_market,starter,sales_outbound,138,7,5,13950.2,0.086,16,7.16,32
2025-03-01,emea,mid_market,growth,organic,234,10,6,62112.96,0.0,31,5.12,41
2025-03-01,emea,mid_market,growth,paid_search,262,16,8,66415.74,0.045,29,2.47,37
2025-03-01,emea,mid_market,growth,partner,281,18,9,72500.16,0.028,36,4.09,35
2025-03-01,emea,mid_market,growth,sales_outbound,310,14,8,76279.49,0.073,25,5.63,43
2025-03-01,emea,mid_market,enterprise,organic,541,25,16,333853.13,0.038,38,2.68,41
2025-03-01,emea,mid_market,enterprise,paid_search,584,33,18,374624.32,0.0,39,3.72,49
2025-03-01,emea,mid_market,enterprise,partner,725,31,19,442749.5,0.048,92,6.58,41
2025-03-01,emea,mid_market,enterprise,sales_outbound,714,38,26,420917.37,0.081,70,4.89,43
2025-03-01,emea,enterprise,starter,organic,45,2,1,11159.86,0.019,4,5.59,47
2025-03-01,emea,enterprise,starter,paid_search,52,2,1,13027.29,0.009,9,8.01,39
2025-03-01,emea,enterprise,starter,partner,56,3,1,13689.63,0.033,11,9.31,46
2025-03-01,emea,enterprise,starter,sales_outbound,61,3,1,14510.97,0.059,7,8.03,39
2025-03-01,emea,enterprise,growth,organic,115,4,3,67121.43,0.038,12,3.38,53
2025-03-01,emea,enterprise,growth,paid_search,123,4,2,72462.39,0.029,9,5.54,47
2025-03-01,emea,enterprise,growth,partner,133,5,3,74964.5,0.071,11,4.24,55
2025-03-01,emea,enterprise,growth,sales_outbound,154,5,4,86240.39,0.077,19,7.77,36
2025-03-01,emea,enterprise,enterprise,organic,265,13,4,376896.99,0.03,31,5.46,46
2025-03-01,emea,enterprise,enterprise,paid_search,296,13,5,427930.94,0.014,27,2.88,57
2025-03-01,emea,enterprise,enterprise,partner,328,14,5,465537.06,0.032,45,2.5,63
2025-03-01,emea,enterprise,enterprise,sales_outbound,351,17,8,472448.92,0.082,42,2.79,56
2025-03-01,apac,startup,starter,organic,125,8,5,6474.68,0.047,15,7.84,28
2025-03-01,apac,startup,starter,paid_search,149,10,7,7936.48,0.02,19,5.99,31
2025-03-01,apac,startup,starter,partner,159,12,7,8270.36,0.043,14,8.72,20
2025-03-01,apac,startup,starter,sales_outbound,187,11,9,9350.72,0.08,16,6.88,23
2025-03-01,apac,startup,growth,organic,311,22,13,39270.15,0.032,27,5.39,26
2025-03-01,apac,startup,growth,paid_search,341,24,14,42124.15,0.053,39,4.48,29
2025-03-01,apac,startup,growth,partner,368,22,18,45987.53,0.042,20,3.39,22
2025-03-01,apac,startup,growth,sales_outbound,425,25,17,51114.79,0.078,38,4.4,27
2025-03-01,apac,startup,enterprise,organic,708,41,36,203550.24,0.088,86,8.3,39
2025-03-01,apac,startup,enterprise,paid_search,873,48,43,257592.74,0.064,82,4.06,29
2025-03-01,apac,startup,enterprise,partner,930,66,48,275291.03,0.061,57,6.93,35
2025-03-01,apac,startup,enterprise,sales_outbound,953,74,42,280296.75,0.067,63,4.37,36
2025-03-01,apac,mid_market,starter,organic,79,5,3,7296.25,0.029,12,9.02,27
2025-03-01,apac,mid_market,starter,paid_search,95,5,3,8412.53,0.069,10,11.12,33
2025-03-01,apac,mid_market,starter,partner,109,5,3,10035.88,0.032,16,2.61,38
2025-03-01,apac,mid_market,starter,sales_outbound,123,6,5,10821.82,0.075,17,5.69,40
2025-03-01,apac,mid_market,growth,organic,202,12,5,46112.24,0.0,12,4.46,40
2025-03-01,apac,mid_market,growth,paid_search,248,14,8,53442.71,0.056,25,2.09,44
2025-03-01,apac,mid_market,growth,partner,260,15,7,56088.0,0.055,21,3.29,39
2025-03-01,apac,mid_market,growth,sales_outbound,275,14,9,59574.96,0.051,36,4.22,37
2025-03-01,apac,mid_market,enterprise,organic,475,30,12,261520.49,0.002,29,2.69,48
2025-03-01,apac,mid_market,enterprise,paid_search,547,33,19,293919.13,0.026,35,3.77,38
2025-03-01,apac,mid_market,enterprise,partner,633,35,23,316732.46,0.093,75,4.97,44
2025-03-01,apac,mid_market,enterprise,sales_outbound,658,42,23,340857.66,0.061,37,5.0,40
2025-03-01,apac,enterprise,starter,organic,41,2,1,8423.47,0.055,5,6.6,48
2025-03-01,apac,enterprise,starter,paid_search,43,2,1,9068.09,0.03,6,7.35,40
2025-03-01,apac,enterprise,starter,partner,47,2,1,9809.45,0.04,6,6.99,45
2025-03-01,apac,enterprise,starter,sales_outbound,56,2,1,11456.53,0.059,9,6.58,46
2025-03-01,apac,enterprise,growth,organic,88,3,1,43161.58,0.06,8,1.91,51
2025-03-01,apac,enterprise,growth,paid_search,111,6,3,53226.17,0.081,7,3.55,48
2025-03-01,apac,enterprise,growth,partner,118,5,1,60215.41,0.022,9,3.56,48
2025-03-01,apac,enterprise,growth,sales_outbound,121,5,2,59284.03,0.061,15,5.37,54
2025-03-01,apac,enterprise,enterprise,organic,225,7,4,277759.37,0.021,17,3.19,61
2025-03-01,apac,enterprise,enterprise,paid_search,278,9,6,350548.66,0.0,36,4.42,51
2025-03-01,apac,enterprise,enterprise,partner,271,11,3,329078.18,0.037,39,4.37,52
2025-03-01,apac,enterprise,enterprise,sales_outbound,325,14,7,387274.31,0.055,28,5.0,52
2025-03-01,latin_america,startup,starter,organic,107,8,4,4635.22,0.048,15,3.24,35
2025-03-01,latin_america,startup,starter,paid_search,123,8,6,5266.77,0.059,19,7.36,21
2025-03-01,latin_america,startup,starter,partner,131,8,7,5662.97,0.05,19,8.1,25
2025-03-01,latin_america,startup,starter,sales_outbound,137,9,7,5704.15,0.085,13,6.99,28
2025-03-01,latin_america,startup,growth,organic,258,18,13,26767.27,0.05,30,7.81,26
2025-03-01,latin_america,startup,growth,paid_search,291,18,13,30190.99,0.05,29,3.88,26
2025-03-01,latin_america,startup,growth,partner,318,20,15,33339.51,0.04,39,4.5,33
2025-03-01,latin_america,startup,growth,sales_outbound,344,19,18,35051.04,0.067,49,6.78,30
2025-03-01,latin_america,startup,enterprise,organic,588,41,28,145099.7,0.065,45,4.65,33
2025-03-01,latin_america,startup,enterprise,paid_search,765,50,31,189585.27,0.061,104,5.27,31
2025-03-01,latin_america,startup,enterprise,partner,793,47,38,199454.42,0.047,101,4.15,35
2025-03-01,latin_america,startup,enterprise,sales_outbound,817,49,34,201393.99,0.066,65,4.86,34
2025-03-01,latin_america,mid_market,starter,organic,68,3,2,5268.77,0.027,9,8.85,34
2025-03-01,latin_america,mid_market,starter,paid_search,82,5,3,6183.74,0.053,12,8.53,26
2025-03-01,latin_america,mid_market,starter,partner,93,5,3,7131.76,0.037,12,9.31,30
2025-03-01,latin_america,mid_market,starter,sales_outbound,93,5,3,6739.26,0.09,17,7.61,33
2025-03-01,latin_america,mid_market,growth,organic,176,11,7,32358.37,0.038,25,6.63,38
2025-03-01,latin_america,mid_market,growth,paid_search,193,12,5,33713.39,0.086,28,5.17,45
2025-03-01,latin_america,mid_market,growth,partner,211,13,8,39599.78,0.018,15,1.77,36
2025-03-01,latin_america,mid_market,growth,sales_outbound,220,10,8,40868.42,0.028,31,2.37,38
2025-03-01,latin_america,mid_market,enterprise,organic,424,27,13,174485.43,0.109,35,3.72,45
2025-03-01,latin_america,mid_market,enterprise,paid_search,472,26,11,205574.53,0.057,64,4.79,46
2025-03-01,latin_america,mid_market,enterprise,partner,495,31,14,228623.47,0.0,28,1.06,43
2025-03-01,latin_america,mid_market,enterprise,sales_outbound,554,35,21,247685.59,0.032,49,6.19,40
2025-03-01,latin_america,enterprise,starter,organic,33,1,0,5688.18,0.053,6,8.29,35
2025-03-01,latin_america,enterprise,starter,paid_search,37,2,1,6546.02,0.028,7,7.7,40
2025-03-01,latin_america,enterprise,starter,partner,39,1,1,6871.47,0.032,3,7.11,34
2025-03-01,latin_america,enterprise,starter,sales_outbound,45,2,1,7600.99,0.072,3,5.34,40
2025-03-01,latin_america,enterprise,growth,organic,80,4,2,33688.98,0.036,5,4.47,43
2025-03-01,latin_america,enterprise,growth,paid_search,92,5,1,38661.95,0.038,11,2.89,43
2025-03-01,latin_america,enterprise,growth,partner,94,3,1,39173.92,0.046,7,4.55,48
2025-03-01,latin_america,enterprise,growth,sales_outbound,100,5,3,39009.67,0.107,10,3.41,51
2025-03-01,latin_america,enterprise,enterprise,organic,195,10,4,194126.07,0.057,23,4.74,54
2025-03-01,latin_america,enterprise,enterprise,paid_search,222,9,6,228973.43,0.023,13,5.06,55
2025-03-01,latin_america,enterprise,enterprise,partner,232,12,3,242716.44,0.009,25,3.46,52
2025-03-01,latin_america,enterprise,enterprise,sales_outbound,277,10,7,265523.63,0.092,19,5.15,53
2025-04-01,north_america,startup,starter,organic,163,12,8,11463.0,0.057,25,7.26,26
2025-04-01,north_america,startup,starter,paid_search,190,13,8,13319.27,0.06,14,10.36,26
2025-04-01,north_america,startup,starter,partner,205,12,9,14982.32,0.02,30,9.52,22
2025-04-01,north_america,startup,starter,sales_outbound,242,16,13,16080.23,0.109,25,6.38,22
2025-04-01,north_america,startup,growth,organic,399,24,16,67271.97,0.058,37,4.21,37
2025-04-01,north_america,startup,growth,paid_search,465,33,19,80397.1,0.034,53,5.17,24
2025-04-01,north_america,startup,growth,partner,510,29,23,89272.84,0.022,52,7.18,24
2025-04-01,north_america,startup,growth,sales_outbound,579,35,25,96687.55,0.067,52,4.79,27
2025-04-01,north_america,startup,enterprise,organic,947,65,51,398556.5,0.027,64,6.37,30
2025-04-01,north_america,startup,enterprise,paid_search,1173,70,49,489612.4,0.035,68,6.9,35
2025-04-01,north_america,startup,enterprise,partner,1258,73,60,498428.87,0.084,104,4.03,27
2025-04-01,north_america,startup,enterprise,sales_outbound,1393,94,72,544083.99,0.097,140,4.75,33
2025-04-01,north_america,mid_market,starter,organic,110,7,3,14241.03,0.008,10,5.33,35
2025-04-01,north_america,mid_market,starter,paid_search,132,6,5,16589.65,0.037,22,9.99,25
2025-04-01,north_america,mid_market,starter,partner,142,8,5,18050.3,0.026,18,8.36,36
2025-04-01,north_america,mid_market,starter,sales_outbound,144,8,4,17778.32,0.054,26,7.29,34
2025-04-01,north_america,mid_market,growth,organic,260,13,8,77935.2,0.043,33,3.21,46
2025-04-01,north_america,mid_market,growth,paid_search,323,21,9,100158.1,0.01,26,4.38,31
2025-04-01,north_america,mid_market,growth,partner,324,18,8,93770.31,0.076,30,6.08,34
2025-04-01,north_america,mid_market,growth,sales_outbound,345,18,9,99091.59,0.083,43,7.09,38
2025-04-01,north_america,mid_market,enterprise,organic,612,34,20,433139.87,0.065,43,5.35,41
2025-04-01,north_america,mid_market,enterprise,paid_search,759,34,22,550392.38,0.042,55,3.14,49
2025-04-01,north_america,mid_market,enterprise,partner,748,44,21,524297.41,0.074,73,0.4,52
2025-04-01,north_america,mid_market,enterprise,sales_outbound,831,42,30,575555.55,0.085,64,4.88,41
2025-04-01,north_america,enterprise,starter,organic,52,3,1,14875.82,0.041,5,7.65,46
2025-04-01,north_america,enterprise,starter,paid_search,60,3,1,16555.87,0.075,11,6.94,40
2025-04-01,north_america,enterprise,starter,partner,65,3,1,18400.88,0.051,9,9.28,40
2025-04-01,north_america,enterprise,starter,sales_outbound,68,4,2,19047.31,0.061,9,7.7,46
2025-04-01,north_america,enterprise,growth,organic,116,5,1,80141.16,0.035,17,6.74,44
2025-04-01,north_america,enterprise,growth,paid_search,135,5,3,94040.93,0.027,13,4.0,50
2025-04-01,north_america,enterprise,growth,partner,150,7,4,101160.85,0.058,17,5.05,50
2025-04-01,north_america,enterprise,growth,sales_outbound,166,8,4,108267.17,0.089,15,4.22,49
2025-04-01,north_america,enterprise,enterprise,organic,311,12,8,513867.12,0.045,28,4.37,47
2025-04-01,north_america,enterprise,enterprise,paid_search,369,14,8,614169.87,0.038,43,3.62,50
2025-04-01,north_america,enterprise,enterprise,partner,382,14,6,640433.75,0.031,43,3.57,53
2025-04-01,north_america,enterprise,enterprise,sales_outbound,374,18,8,590137.91,0.088,51,6.93,47
2025-04-01,emea,startup,starter,organic,142,9,7,8750.04,0.025,17,8.81,20
2025-04-01,emea,startup,starter,paid_search,161,9,6,9910.64,0.026,24,5.31,25
2025-04-01,emea,startup,starter,partner,175,10,9,10584.42,0.043,24,4.39,32
2025-04-01,emea,startup,starter,sales_outbound,209,13,11,11319.94,0.143,37,8.5,23
2025-04-01,emea,startup,growth,organic,353,20,16,52043.83,0.028,50,4.26,30
2025-04-01,emea,startup,growth,paid_search,392,29,19,56782.92,0.045,27,5.19,20
2025-04-01,emea,startup,growth,partner,444,29,20,63372.51,0.059,43,6.72,26
2025-04-01,emea,startup,growth,sales_outbound,462,35,23,68744.71,0.019,47,4.66,28
2025-04-01,emea,startup,enterprise,organic,837,63,37,300060.88,0.022,53,2.96,36
2025-04-01,emea,startup,enterprise,paid_search,983,76,45,344834.36,0.043,99,2.6,36
2025-04-01,emea,startup,enterprise,partner,1034,81,48,368410.39,0.028,126,6.5,39
2025-04-01,emea,startup,enterprise,sales_outbound,1134,68,61,384503.11,0.075,83,6.61,32
2025-04-01,emea,mid_market,starter,organic,99,6,3,10204.84,0.068,15,7.83,28
2025-04-01,emea,mid_market,starter,paid_search,109,5,4,11621.41,0.036,8,8.96,35
2025-04-01,emea,mid_market,starter,partner,120,7,3,12568.58,0.053,19,9.38,33
2025-04-01,emea,mid_market,starter,sales_outbound,133,8,5,13268.24,0.098,16,9.23,29
2025-04-01,emea,mid_market,growth,organic,222,14,7,57395.56,0.026,24,5.09,30
2025-04-01,emea,mid_market,growth,paid_search,273,14,7,69856.38,0.036,28,6.82,32
2025-04-01,emea,mid_market,growth,partner,275,12,7,69930.17,0.042,18,2.62,38
2025-04-01,emea,mid_market,growth,sales_outbound,327,15,11,81070.15,0.066,44,3.27,35
2025-04-01,emea,mid_market,enterprise,organic,567,25,21,350261.55,0.037,75,5.52,39
2025-04-01,emea,mid_market,enterprise,paid_search,625,29,23,394510.2,0.016,84,5.48,42
2025-04-01,emea,mid_market,enterprise,partner,669,43,26,419708.82,0.022,52,4.32,39
2025-04-01,emea,mid_market,enterprise,sales_outbound,733,38,23,427886.4,0.09,95,3.74,40
2025-04-01,emea,enterprise,starter,organic,40,1,1,9454.72,0.065,6,9.8,39
2025-04-01,emea,enterprise,starter,paid_search,54,2,1,12654.66,0.073,7,5.9,41
2025-04-01,emea,enterprise,starter,partner,51,3,1,12789.66,0.008,9,6.12,45
2025-04-01,emea,enterprise,starter,sales_outbound,60,2,1,14212.42,0.063,4,8.49,39
2025-04-01,emea,enterprise,growth,organic,104,4,3,63098.88,0.0,14,2.68,47
2025-04-01,emea,enterprise,growth,paid_search,117,6,2,69424.54,0.022,13,4.07,46
2025-04-01,emea,enterprise,growth,partner,134,6,2,81300.48,0.0,19,3.15,49
2025-04-01,emea,enterprise,growth,sales_outbound,137,7,2,76470.99,0.08,11,4.25,52
2025-04-01,emea,enterprise,enterprise,organic,242,12,3,343475.52,0.032,23,4.04,53
2025-04-01,emea,enterprise,enterprise,paid_search,281,15,7,395532.9,0.04,16,4.23,53
2025-04-01,emea,enterprise,enterprise,partner,290,14,8,414154.15,0.026,32,5.69,47
2025-04-01,emea,enterprise,enterprise,sales_outbound,331,13,8,457661.89,0.057,42,5.1,49
2025-04-01,apac,startup,starter,organic,125,9,6,6753.24,0.006,16,9.66,25
2025-04-01,apac,startup,starter,paid_search,150,10,8,7826.69,0.04,21,6.9,26
2025-04-01,apac,startup,starter,partner,160,12,8,8505.0,0.022,19,7.47,27
2025-04-01,apac,startup,starter,sales_outbound,177,11,9,8523.59,0.114,17,5.91,32
2025-04-01,apac,startup,growth,organic,315,22,13,39035.61,0.05,42,2.18,33
2025-04-01,apac,startup,growth,paid_search,310,17,16,38901.25,0.038,32,2.32,32
2025-04-01,apac,startup,growth,partner,394,30,19,50367.35,0.02,27,4.84,26
2025-04-01,apac,startup,growth,sales_outbound,390,24,20,48278.92,0.051,36,2.36,26
2025-04-01,apac,startup,enterprise,organic,722,45,31,212810.15,0.065,91,6.08,37
2025-04-01,apac,startup,enterprise,paid_search,866,64,41,267539.24,0.02,71,4.31,29
2025-04-01,apac,startup,enterprise,partner,902,64,44,268140.09,0.057,123,6.4,36
2025-04-01,apac,startup,enterprise,sales_outbound,997,67,48,289780.8,0.078,118,4.66,29
2025-04-01,apac,mid_market,starter,organic,75,4,3,7062.36,0.01,13,3.89,36
2025-04-01,apac,mid_market,starter,paid_search,94,4,3,8565.39,0.042,7,8.83,34
2025-04-01,apac,mid_market,starter,partner,104,6,3,9892.06,0.0,8,7.76,32
2025-04-01,apac,mid_market,starter,sales_outbound,106,6,4,9336.21,0.074,16,6.31,34
2025-04-01,apac,mid_market,growth,organic,191,10,7,42729.15,0.02,22,4.3,36
2025-04-01,apac,mid_market,growth,paid_search,220,13,8,47308.42,0.058,31,7.3,36
2025-04-01,apac,mid_market,growth,partner,249,16,8,51839.29,0.088,19,2.61,35
2025-04-01,apac,mid_market,growth,sales_outbound,254,15,7,51894.53,0.105,30,5.18,41
2025-04-01,apac,mid_market,enterprise,organic,481,31,17,255005.79,0.039,31,5.91,42
2025-04-01,apac,mid_market,enterprise,paid_search,547,34,13,285167.95,0.055,52,4.97,43
2025-04-01,apac,mid_market,enterprise,partner,616,37,21,331334.68,0.025,80,3.5,51
2025-04-01,apac,mid_market,enterprise,sales_outbound,628,37,20,319773.83,0.077,88,1.36,46
2025-04-01,apac,enterprise,starter,organic,38,2,1,7716.24,0.066,7,6.94,40
2025-04-01,apac,enterprise,starter,paid_search,42,2,1,8227.15,0.099,6,7.52,37
2025-04-01,apac,enterprise,starter,partner,48,2,1,9861.63,0.055,9,7.51,44
2025-04-01,apac,enterprise,starter,sales_outbound,52,3,1,10581.68,0.064,5,7.46,43
2025-04-01,apac,enterprise,growth,organic,83,4,2,41791.91,0.035,8,4.0,53
2025-04-01,apac,enterprise,growth,paid_search,103,3,3,51109.84,0.049,13,2.85,47
2025-04-01,apac,enterprise,growth,partner,113,4,3,54597.93,0.074,15,5.12,53
2025-04-01,apac,enterprise,growth,sales_outbound,126,5,3,62325.48,0.052,8,4.4,46
2025-04-01,apac,enterprise,enterprise,organic,216,7,3,263380.57,0.033,17,6.51,54
2025-04-01,apac,enterprise,enterprise,paid_search,259,11,5,318098.95,0.026,21,4.04,55
2025-04-01,apac,enterprise,enterprise,partner,286,9,7,345850.3,0.041,17,5.15,49
2025-04-01,apac,enterprise,enterprise,sales_outbound,282,13,6,327145.12,0.08,22,5.55,50
2025-04-01,latin_america,startup,starter,organic,105,6,4,4615.47,0.034,17,8.51,17
2025-04-01,latin_america,startup,starter,paid_search,119,7,6,5014.27,0.074,22,9.25,18
2025-04-01,latin_america,startup,starter,partner,130,10,5,5684.81,0.039,10,5.88,26
2025-04-01,latin_america,startup,starter,sales_outbound,138,8,7,5796.03,0.077,22,8.43,32
2025-04-01,latin_america,startup,growth,organic,253,15,12,26828.76,0.029,19,6.52,30
2025-04-01,latin_america,startup,growth,paid_search,286,21,15,30078.29,0.037,30,4.07,27
2025-04-01,latin_america,startup,growth,partner,306,18,15,32649.52,0.023,43,2.83,35
2025-04-01,latin_america,startup,growth,sales_outbound,338,19,14,33221.56,0.1,33,3.25,35
2025-04-01,latin_america,startup,enterprise,organic,600,41,31,154078.36,0.027,84,5.26,36
2025-04-01,latin_america,startup,enterprise,paid_search,710,50,31,187010.7,0.002,61,3.81,32
2025-04-01,latin_america,startup,enterprise,partner,718,52,33,181348.49,0.043,46,4.05,33
2025-04-01,latin_america,startup,enterprise,sales_outbound,803,61,34,185227.11,0.126,96,2.47,32
2025-04-01,latin_america,mid_market,starter,organic,72,4,3,5681.9,0.009,10,7.65,30
2025-04-01,latin_america,mid_market,starter,paid_search,81,5,3,6166.38,0.044,12,8.57,36
2025-04-01,latin_america,mid_market,starter,partner,88,6,2,6874.47,0.019,12,8.94,35
2025-04-01,latin_america,mid_market,starter,sales_outbound,95,6,4,6952.27,0.081,15,7.54,31
2025-04-01,latin_america,mid_market,growth,organic,169,9,6,30134.72,0.067,11,4.02,28
2025-04-01,latin_america,mid_market,growth,paid_search,202,10,6,36636.71,0.051,15,3.44,35
2025-04-01,latin_america,mid_market,growth,partner,206,13,8,38740.14,0.016,12,4.0,36
2025-04-01,latin_america,mid_market,growth,sales_outbound,233,11,8,41279.51,0.073,25,2.92,38
2025-04-01,latin_america,mid_market,enterprise,organic,381,24,10,164884.63,0.063,29,5.76,42
2025-04-01,latin_america,mid_market,enterprise,paid_search,431,22,15,185925.84,0.066,58,8.22,39
2025-04-01,latin_america,mid_market,enterprise,partner,479,26,14,210835.64,0.047,32,5.84,47
2025-04-01,latin_america,mid_market,enterprise,sales_outbound,547,29,16,241019.02,0.046,35,3.57,41
2025-04-01,latin_america,enterprise,starter,organic,30,1,0,5345.81,0.021,3,6.96,45
2025-04-01,latin_america,enterprise,starter,paid_search,33,1,0,5790.29,0.036,6,6.28,46
2025-04-01,latin_america,enterprise,starter,partner,41,2,1,7216.39,0.033,7,8.29,41
2025-04-01,latin_america,enterprise,starter,sales_outbound,41,2,1,6999.97,0.062,5,8.49,46
2025-04-01,latin_america,enterprise,growth,organic,75,3,1,32599.07,0.005,9,5.93,43
2025-04-01,latin_america,enterprise,growth,paid_search,90,3,1,37349.68,0.05,9,6.03,43
2025-04-01,latin_america,enterprise,growth,partner,96,3,2,41517.12,0.01,10,5.56,42
2025-04-01,latin_america,enterprise,growth,sales_outbound,101,5,3,41076.35,0.069,10,7.33,43
2025-04-01,latin_america,enterprise,enterprise,organic,178,7,4,184906.71,0.016,21,1.94,60
2025-04-01,latin_america,enterprise,enterprise,paid_search,196,8,5,197604.58,0.045,27,5.32,47
2025-04-01,latin_america,enterprise,enterprise,partner,219,11,6,219868.08,0.049,13,3.27,51
2025-04-01,latin_america,enterprise,enterprise,sales_outbound,244,12,3,236209.15,0.083,25,3.35,54
2025-05-01,north_america,startup,starter,organic,177,11,7,12935.95,0.02,27,7.42,33
2025-05-01,north_america,startup,starter,paid_search,201,12,10,14225.3,0.051,33,4.81,31
2025-05-01,north_america,startup,starter,partner,214,15,9,15273.02,0.043,23,5.93,32
2025-05-01,north_america,startup,starter,sales_outbound,240,17,12,17343.39,0.031,30,7.17,22
2025-05-01,north_america,startup,growth,organic,434,27,21,72629.27,0.065,51,4.21,26
2025-05-01,north_america,startup,growth,paid_search,500,29,21,86001.04,0.039,69,3.9,30
2025-05-01,north_america,startup,growth,partner,536,30,24,91137.84,0.05,76,2.85,27
2025-05-01,north_america,startup,growth,sales_outbound,572,44,29,97566.17,0.047,64,3.38,30
2025-05-01,north_america,startup,enterprise,organic,999,62,39,431244.04,0.002,108,3.2,36
2025-05-01,north_america,startup,enterprise,paid_search,1211,73,47,499711.79,0.046,83,7.63,31
2025-05-01,north_america,startup,enterprise,partner,1261,86,59,512707.91,0.06,152,5.21,34
2025-05-01,north_america,startup,enterprise,sales_outbound,1379,105,61,521318.07,0.126,194,4.09,40
2025-05-01,north_america,mid_market,starter,organic,120,7,3,14188.83,0.094,15,8.05,35
2025-05-01,north_america,mid_market,starter,paid_search,131,8,5,15421.09,0.098,23,8.41,28
2025-05-01,north_america,mid_market,starter,partner,139,8,5,18140.61,0.0,23,9.44,30
2025-05-01,north_america,mid_market,starter,sales_outbound,149,7,4,17734.47,0.088,12,3.64,30
2025-05-01,north_america,mid_market,growth,organic,275,14,11,84068.03,0.024,28,7.89,33
2025-05-01,north_america,mid_market,growth,paid_search,323,19,12,96010.14,0.051,20,6.36,33
2025-05-01,north_america,mid_market,growth,partner,329,16,13,94599.09,0.082,38,6.29,32
2025-05-01,north_america,mid_market,growth,sales_outbound,383,24,10,105687.36,0.119,28,4.5,44
2025-05-01,north_america,mid_market,enterprise,organic,681,44,23,489706.47,0.05,77,2.19,42
2025-05-01,north_america,mid_market,enterprise,paid_search,772,42,26,562156.84,0.038,76,8.32,38
2025-05-01,north_america,mid_market,enterprise,partner,864,57,33,641575.66,0.019,68,4.91,48
